"ï»¿""Station Name""",VICTORIA INTL A,,,,,,,,,,,,,,,,,,,,,,
Province,BRITISH COLUMBIA,,,,,,,,,,,,,,,,,,,,,,
Latitude,48.65,,,,,,,,,,,,,,,,,,,,,,
Longitude,-123.43,,,,,,,,,,,,,,,,,,,,,,
Elevation,19.5,,,,,,,,,,,,,,,,,,,,,,
Climate Identifier,1018621,,,,,,,,,,,,,,,,,,,,,,
WMO Identifier,71799,,,,,,,,,,,,,,,,,,,,,,
TC Identifier,YYJ,,,,,,,,,,,,,,,,,,,,,,
All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed.,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Legend,,,,,,,,,,,,,,,,,,,,,,,
E,Estimated,,,,,,,,,,,,,,,,,,,,,,
M,Missing,,,,,,,,,,,,,,,,,,,,,,
NA,Not Available,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Date/Time,Year,Month,Day,Time,Temp (Â°C),Temp Flag,Dew Point Temp (Â°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
17-11-01 0:00,2017,11,1,0:00,6,,5.2,,95,,24,,5,,32.2,,100.64,,,,,,NA
17-11-01 1:00,2017,11,1,1:00,3.8,,3.1,,96,,23,,12,,32.2,,100.6,,,,,,Mainly Clear
17-11-01 2:00,2017,11,1,2:00,3.9,,3.5,,98,,24,,9,,32.2,,100.6,,,,,,NA
17-11-01 3:00,2017,11,1,3:00,5.6,,5.3,,98,,24,,9,,32.2,,100.56,,,,,,NA
17-11-01 4:00,2017,11,1,4:00,6.7,,5.9,,94,,21,,6,,32.2,,100.5,,,,,,Mostly Cloudy
17-11-01 5:00,2017,11,1,5:00,5.3,,4.8,,96,,21,,10,,32.2,,100.46,,,,,,NA
17-11-01 6:00,2017,11,1,6:00,5.9,,5.5,,97,,23,,12,,48.3,,100.54,,,,,,NA
17-11-01 7:00,2017,11,1,7:00,7.3,,5.5,,88,,27,,10,,48.3,,100.55,,,,,,Mostly Cloudy
17-11-01 8:00,2017,11,1,8:00,6.6,,5.7,,94,,24,,5,,32.2,,100.58,,,,,,NA
17-11-01 9:00,2017,11,1,9:00,8.9,,6.7,,86,,28,,8,,32.2,,100.57,,,,,,NA
17-11-01 10:00,2017,11,1,10:00,10.8,,5.3,,69,,25,,7,,32.2,,100.6,,,,,,Mainly Clear
17-11-01 11:00,2017,11,1,11:00,12.3,,5.1,,61,,30,,4,,32.2,,100.65,,,,,,NA
17-11-01 12:00,2017,11,1,12:00,12.3,,5.3,,62,,11,,10,,32.2,,100.66,,,,,,NA
17-11-01 13:00,2017,11,1,13:00,12.4,,6.3,,66,,12,,9,,32.2,,100.63,,,,,,Mainly Clear
17-11-01 14:00,2017,11,1,14:00,12.2,,5.3,,63,,10,,10,,32.2,,100.63,,,,,,NA
17-11-01 15:00,2017,11,1,15:00,11.3,,6.1,,70,,12,,11,,32.2,,100.61,,,,,,NA
17-11-01 16:00,2017,11,1,16:00,11.2,,6.9,,75,,14,,16,,32.2,,100.61,,,,,,Mostly Cloudy
17-11-01 17:00,2017,11,1,17:00,10.4,,7.1,,80,,13,,13,,32.2,,100.6,,,,,,NA
17-11-01 18:00,2017,11,1,18:00,9.4,,7.7,,89,,14,,13,,32.2,,100.54,,,,,,NA
17-11-01 19:00,2017,11,1,19:00,8.5,,5.8,,83,,20,,4,,32.2,,100.5,,,,,,Mainly Clear
17-11-01 20:00,2017,11,1,20:00,9,,4,,71,,24,,14,,32.2,,100.5,,,,,,NA
17-11-01 21:00,2017,11,1,21:00,8.8,,3.9,,71,,24,,13,,32.2,,100.5,,,,,,NA
17-11-01 22:00,2017,11,1,22:00,7.6,,3.8,,77,,22,,13,,32.2,,100.47,,,,,,Mainly Clear
17-11-01 23:00,2017,11,1,23:00,7.8,,3.9,,76,,17,,8,,32.2,,100.4,,,,,,NA
17-11-02 0:00,2017,11,2,0:00,8.1,,4.6,,79,,18,,7,,32.2,,100.35,,,,,,NA
17-11-02 1:00,2017,11,2,1:00,8.8,,5,,77,,20,,10,,32.2,,100.32,,,,,,Mostly Cloudy
17-11-02 2:00,2017,11,2,2:00,8.5,,4.8,,77,,20,,16,,32.2,,100.3,,,,,,NA
17-11-02 3:00,2017,11,2,3:00,8.5,,3.5,,70,,22,,22,,32.2,,100.27,,,,,,NA
17-11-02 4:00,2017,11,2,4:00,8.6,,3.8,,72,,19,,16,,32.2,,100.2,,,,,,Mostly Cloudy
17-11-02 5:00,2017,11,2,5:00,8.6,,4.6,,76,,19,,24,,32.2,,100.16,,,,,,NA
17-11-02 6:00,2017,11,2,6:00,7.1,,5.6,,90,,16,,13,,24.1,,100.1,,,,,,Rain
17-11-02 7:00,2017,11,2,7:00,7.6,,6.8,,94,,13,,11,,8.1,,100.04,,,,,,"Rain,Fog"
17-11-02 8:00,2017,11,2,8:00,8,,6.6,,91,,12,,19,,16.1,,99.95,,,,,,Rain
17-11-02 9:00,2017,11,2,9:00,7.5,,6.6,,94,,18,,16,,11.3,,99.94,,,,,,Moderate Rain Showers
17-11-02 10:00,2017,11,2,10:00,6.8,,4.7,,86,,19,,13,,19.3,,99.92,,,,,,Rain Showers
17-11-02 11:00,2017,11,2,11:00,8,,5.5,,84,,24,,9,,32.2,,99.9,,,,,,NA
17-11-02 12:00,2017,11,2,12:00,7.9,,3.8,,75,,24,,17,,48.3,,99.93,,,,,,NA
17-11-02 13:00,2017,11,2,13:00,6.9,,4,,82,,29,,19,,48.3,,100,,,,,,Mostly Cloudy
17-11-02 14:00,2017,11,2,14:00,5,,2.7,,85,,2,,19,,48.3,,100.1,,,,,,NA
17-11-02 15:00,2017,11,2,15:00,4.5,,2.3,,86,,1,,20,,48.3,,100.21,,,,,,NA
17-11-02 16:00,2017,11,2,16:00,3.6,,2.2,,91,,36,,21,,12.9,,100.28,,,,,,Rain Showers
17-11-02 17:00,2017,11,2,17:00,3.9,,2.8,,92,,4,,18,,19.3,,100.36,,,,,,Rain
17-11-02 18:00,2017,11,2,18:00,3,,1.4,,89,,4,,30,,16.1,,100.46,,,,,,Rain
17-11-02 19:00,2017,11,2,19:00,3.2,,1,,85,,3,,28,,19.3,,100.54,,,,,,Rain
17-11-02 20:00,2017,11,2,20:00,3.6,,-0.6,,74,,4,,31,,24.1,,100.58,,,,,,NA
17-11-02 21:00,2017,11,2,21:00,3,,-1.1,,75,,5,,28,,16.1,,100.68,,,,,,Rain
17-11-02 22:00,2017,11,2,22:00,1,,0.1,,94,,5,,20,,2,,100.76,,,,,,"Rain,Snow"
17-11-02 23:00,2017,11,2,23:00,0.7,,0.1,,96,,1,,29,,2,,100.8,,,,,,Snow
17-11-03 0:00,2017,11,3,0:00,0.5,,-0.1,,96,,36,,17,,1,,100.85,,,,,,Snow
17-11-03 1:00,2017,11,3,1:00,0.6,,0,,96,,1,,18,,2.4,,100.91,,,,,,Snow
17-11-03 2:00,2017,11,3,2:00,1,,-0.2,,91,,2,,17,,3.2,,100.98,,,,,,"Rain,Snow"
17-11-03 3:00,2017,11,3,3:00,1.1,,0.1,,93,,1,,16,,4.8,,100.99,,,,,,Snow
17-11-03 4:00,2017,11,3,4:00,1.3,,0.2,,93,,36,,14,,12.9,,101.02,,,,,,Mostly Cloudy
17-11-03 5:00,2017,11,3,5:00,1.8,,-2.3,,75,,1,,18,,24.1,,101.07,,,,,,NA
17-11-03 6:00,2017,11,3,6:00,1.4,,-1.8,,79,,4,,10,,48.3,,101.12,,,,,,NA
17-11-03 7:00,2017,11,3,7:00,2,,-2.4,,72,,4,,18,,48.3,,101.19,,,,,,Mostly Cloudy
17-11-03 8:00,2017,11,3,8:00,2.1,,-2.1,,74,,1,,13,,48.3,,101.26,,,,,,NA
17-11-03 9:00,2017,11,3,9:00,2.4,,-2.7,,69,,2,,14,,48.3,,101.36,,,,,,NA
17-11-03 10:00,2017,11,3,10:00,2.8,,-1.8,,71,,1,,11,,48.3,,101.41,,,,,,Mostly Cloudy
17-11-03 11:00,2017,11,3,11:00,3.6,,-2.3,,65,,4,,14,,48.3,,101.49,,,,,,NA
17-11-03 12:00,2017,11,3,12:00,3.9,,-3.7,,58,,1,,18,,48.3,,101.5,,,,,,NA
17-11-03 13:00,2017,11,3,13:00,4,,-4,,56,,3,,10,,48.3,,101.53,,,,,,Mostly Cloudy
17-11-03 14:00,2017,11,3,14:00,3.5,,-4.1,,57,,5,,14,,48.3,,101.53,,,,,,NA
17-11-03 15:00,2017,11,3,15:00,3.4,,-4,,58,,2,,12,,48.3,,101.55,,,,,,NA
17-11-03 16:00,2017,11,3,16:00,3.8,,-4.7,,54,,2,,8,,48.3,,101.58,,,,,,Mainly Clear
17-11-03 17:00,2017,11,3,17:00,1.8,,-3.8,,67,,33,,5,,48.3,,101.57,,,,,,NA
17-11-03 18:00,2017,11,3,18:00,-0.9,,-2.1,,91,,25,,4,,48.3,,101.61,,,,-2,,NA
17-11-03 19:00,2017,11,3,19:00,-1.5,,-2.4,,94,,22,,4,,48.3,,101.62,,,,-3,,Clear
17-11-03 20:00,2017,11,3,20:00,-0.9,,-1.8,,94,,23,,8,,48.3,,101.64,,,,-4,,NA
17-11-03 21:00,2017,11,3,21:00,-1.7,,-2.5,,94,,24,,6,,24.1,,101.68,,,,-4,,NA
17-11-03 22:00,2017,11,3,22:00,-1.7,,-2.4,,95,,24,,8,,24.1,,101.7,,,,-5,,Clear
17-11-03 23:00,2017,11,3,23:00,-2.1,,-2.7,,95,,25,,7,,24.1,,101.7,,,,-5,,NA
17-11-04 0:00,2017,11,4,0:00,-1.9,,-2.7,,94,,25,,7,,24.1,,101.67,,,,-5,,NA
17-11-04 1:00,2017,11,4,1:00,-1.7,,-2.5,,95,,24,,7,,24.1,,101.64,,,,-4,,Mostly Cloudy
17-11-04 2:00,2017,11,4,2:00,-0.7,,-2.4,,88,,25,,8,,24.1,,101.64,,,,-4,,NA
17-11-04 3:00,2017,11,4,3:00,-1.2,,-2.2,,93,,23,,9,,24.1,,101.61,,,,-4,,NA
17-11-04 4:00,2017,11,4,4:00,0,,-2.2,,85,,28,,12,,24.1,,101.57,,,,-4,,Cloudy
17-11-04 5:00,2017,11,4,5:00,-0.3,,-1.6,,91,,28,,7,,24.1,,101.55,,,,-3,,NA
17-11-04 6:00,2017,11,4,6:00,0,,-1.9,,87,,28,,6,,48.3,,101.53,,,,-2,,NA
17-11-04 7:00,2017,11,4,7:00,-0.7,,-2.1,,90,,25,,4,,48.3,,101.49,,,,-2,,Mostly Cloudy
